timestamp,user_id,device_id,source_ip,city,country,lat,lon,auth_result
2026-08-02 12:25:51.524755,u07,u07-laptop,10.152.242.181,Kolkata,India,22.5726,88.3639,success
2026-08-02 20:10:38.127316,u10,u10-laptop,10.152.167.235,Delhi,India,28.6139,77.209,success
2026-08-03 07:14:28.542608,u08,u08-laptop,10.118.74.75,Ahmedabad,India,23.0225,72.5714,success
2026-08-03 07:43:16.146312,u13,u13-mobile,10.11.253.153,Chennai,India,13.0827,80.2707,success
2026-08-03 07:46:46.386085,u15,u15-laptop,10.152.224.222,Kolkata,India,22.5726,88.3639,success
2026-08-03 07:53:09.059616,u07,u07-laptop,10.152.127.247,Kolkata,India,22.5726,88.3639,success
2026-08-03 08:02:47.940421,u13,u13-mobile,10.11.201.94,Chennai,India,13.0827,80.2707,success
2026-08-03 08:07:22.944276,u04,u04-laptop,10.174.229.158,Hyderabad,India,17.385,78.4867,success
2026-08-03 08:11:40.762957,u09,u09-mobile,10.140.11.102,Mumbai,India,19.076,72.8777,success
2026-08-03 08:18:42.999585,u13,u13-mobile,10.11.236.242,Chennai,India,13.0827,80.2707,success
2026-08-03 08:37:05.747921,u12,u12-laptop,10.174.21.59,Hyderabad,India,17.385,78.4867,success
2026-08-03 08:47:19.302486,u05,u05-laptop,10.11.139.32,Chennai,India,13.0827,80.2707,success
2026-08-03 08:50:28.345165,u02,u02-laptop,10.152.243.129,Delhi,India,28.6139,77.209,success
2026-08-03 08:50:35.768855,u07,u07-laptop,10.152.110.150,Kolkata,India,22.5726,88.3639,success
2026-08-03 08:50:59.705552,u13,u13-mobile,10.11.55.197,Chennai,India,13.0827,80.2707,success
2026-08-03 08:55:20.601486,u07,u07-laptop,10.152.240.74,Kolkata,India,22.5726,88.3639,success
2026-08-03 08:58:56.911623,u13,u13-mobile,10.11.176.7,Chennai,India,13.0827,80.2707,success
2026-08-03 09:03:00.334032,u07,u07-laptop,10.152.147.19,Kolkata,India,22.5726,88.3639,success
2026-08-03 09:05:56.754370,u03,u03-laptop,10.143.229.60,Bangalore,India,12.9716,77.5946,success
2026-08-03 09:08:32.961894,u05,u05-laptop,10.11.85.177,Chennai,India,13.0827,80.2707,success
2026-08-03 09:09:26.314995,u08,u08-laptop,10.118.70.2,Ahmedabad,India,23.0225,72.5714,success
2026-08-03 09:11:28.011031,u02,u02-laptop,10.152.26.203,Delhi,India,28.6139,77.209,success
2026-08-03 09:17:17.577931,u11,u11-laptop,10.143.180.44,Bangalore,India,12.9716,77.5946,success
2026-08-03 09:17:23.432397,u04,u04-laptop,10.174.180.62,Hyderabad,India,17.385,78.4867,success
2026-08-03 09:18:31.335431,u14,u14-laptop,10.75.178.91,Pune,India,18.5204,73.8567,success
2026-08-03 09:19:39.454307,u07,u07-laptop,10.152.187.194,Kolkata,India,22.5726,88.3639,success
2026-08-03 09:19:51.770525,u07,u07-laptop,10.152.172.130,Kolkata,India,22.5726,88.3639,success
2026-08-03 09:29:07.974480,u08,u08-laptop,10.118.171.73,Ahmedabad,India,23.0225,72.5714,success
2026-08-03 09:32:27.313707,u15,u15-laptop,10.152.48.35,Kolkata,India,22.5726,88.3639,success
2026-08-03 09:34:01.416936,u01,u01-mobile,10.140.207.6,Mumbai,India,19.076,72.8777,success
2026-08-03 09:35:34.653344,u15,u15-laptop,10.152.47.188,Kolkata,India,22.5726,88.3639,success
2026-08-03 09:37:52.783230,u09,u09-mobile,10.140.60.46,Mumbai,India,19.076,72.8777,success
2026-08-03 09:47:54.091267,u13,u13-mobile,10.11.243.25,Chennai,India,13.0827,80.2707,success
2026-08-03 09:50:55.298242,u06,u06-laptop,10.75.188.120,Pune,India,18.5204,73.8567,success
2026-08-03 10:05:58.668814,u15,u15-laptop,10.152.154.41,Kolkata,India,22.5726,88.3639,success
2026-08-03 10:10:56.949371,u07,u07-laptop,10.152.97.5,Kolkata,India,22.5726,88.3639,success
2026-08-03 10:15:37.456636,u08,u08-laptop,10.118.218.132,Ahmedabad,India,23.0225,72.5714,success
2026-08-03 10:19:28.751830,u13,u13-mobile,10.11.89.142,Chennai,India,13.0827,80.2707,success
2026-08-03 10:24:37.261725,u06,u06-laptop,10.75.140.33,Pune,India,18.5204,73.8567,success
2026-08-03 10:36:29.088658,u12,u12-laptop,10.174.203.249,Hyderabad,India,17.385,78.4867,success
2026-08-03 10:36:51.129384,u12,u12-laptop,10.174.52.34,Hyderabad,India,17.385,78.4867,success
2026-08-03 10:39:41.019698,u02,u02-laptop,10.152.192.165,Delhi,India,28.6139,77.209,success
2026-08-03 10:44:24.068057,u08,u08-laptop,10.118.133.168,Ahmedabad,India,23.0225,72.5714,success
2026-08-03 10:54:46.445611,u08,u08-laptop,10.118.39.235,Ahmedabad,India,23.0225,72.5714,success
2026-08-03 10:58:06.906119,u03,u03-laptop,10.143.52.183,Bangalore,India,12.9716,77.5946,success
2026-08-03 10:58:13.883481,u05,u05-laptop,10.11.120.200,Chennai,India,13.0827,80.2707,success
2026-08-03 11:12:38.744044,u03,u03-laptop,10.143.120.99,Bangalore,India,12.9716,77.5946,success
2026-08-03 11:13:17.761783,u09,u09-mobile,10.140.16.208,Mumbai,India,19.076,72.8777,success
2026-08-03 11:20:15.548383,u09,u09-mobile,10.140.113.106,Mumbai,India,19.076,72.8777,success
2026-08-03 11:37:01.258680,u15,u15-laptop,10.152.84.113,Kolkata,India,22.5726,88.3639,success
2026-08-03 11:55:52.415555,u13,u13-mobile,10.11.52.205,Chennai,India,13.0827,80.2707,success
2026-08-03 12:05:05.436357,u11,u11-laptop,10.143.54.236,Bangalore,India,12.9716,77.5946,success
2026-08-03 12:15:36.739826,u07,u07-laptop,10.152.235.234,Kolkata,India,22.5726,88.3639,success
2026-08-03 12:27:09.859747,u05,u05-laptop,10.11.109.157,Chennai,India,13.0827,80.2707,success
2026-08-03 12:27:12.197459,u04,u04-laptop,10.174.68.12,Hyderabad,India,17.385,78.4867,success
2026-08-03 20:53:29.438623,u10,u10-laptop,10.152.73.207,Delhi,India,28.6139,77.209,success
2026-08-03 22:24:09.843039,u10,u10-laptop,10.152.245.235,Delhi,India,28.6139,77.209,success
2026-08-03 23:25:53.559278,u10,u10-laptop,10.152.125.128,Delhi,India,28.6139,77.209,success
2026-08-04 07:20:12.957982,u11,u11-laptop,10.143.60.73,Bangalore,India,12.9716,77.5946,success
2026-08-04 07:48:50.416980,u08,u08-laptop,10.118.121.13,Ahmedabad,India,23.0225,72.5714,success
2026-08-04 07:58:26.090223,u08,u08-laptop,10.118.208.190,Ahmedabad,India,23.0225,72.5714,success
2026-08-04 08:00:10.823722,u09,u09-mobile,10.140.198.189,Mumbai,India,19.076,72.8777,success
2026-08-04 08:17:27.245144,u01,u01-laptop,10.140.37.5,Mumbai,India,19.076,72.8777,success
2026-08-04 08:23:27.243672,u02,u02-laptop,10.152.155.190,Delhi,India,28.6139,77.209,success
2026-08-04 08:24:54.552778,u13,u13-laptop,10.11.67.252,Chennai,India,13.0827,80.2707,success
2026-08-04 08:51:35.960668,u06,u06-laptop,10.75.249.167,Pune,India,18.5204,73.8567,success
2026-08-04 08:58:25.577020,u07,u07-laptop,10.152.53.19,Kolkata,India,22.5726,88.3639,success
2026-08-04 08:59:38.192989,u13,u13-laptop,10.11.12.98,Chennai,India,13.0827,80.2707,success
2026-08-04 09:08:31.896395,u15,u15-laptop,10.152.144.196,Kolkata,India,22.5726,88.3639,success
2026-08-04 09:08:39.668098,u11,u11-laptop,10.143.4.219,Bangalore,India,12.9716,77.5946,success
2026-08-04 09:17:07.520262,u03,u03-laptop,10.143.25.174,Bangalore,India,12.9716,77.5946,success
2026-08-04 09:18:20.408345,u07,u07-laptop,10.152.251.40,Kolkata,India,22.5726,88.3639,success
2026-08-04 09:32:45.476748,u15,u15-laptop,10.152.37.75,Kolkata,India,22.5726,88.3639,success
2026-08-04 09:35:49.194309,u01,u01-laptop,10.140.60.198,Mumbai,India,19.076,72.8777,success
2026-08-04 09:38:25.431207,u12,u12-laptop,10.174.123.85,Hyderabad,India,17.385,78.4867,success
2026-08-04 10:06:22.887594,u15,u15-laptop,10.152.86.2,Kolkata,India,22.5726,88.3639,success
2026-08-04 10:08:32.083796,u12,u12-laptop,10.174.174.94,Hyderabad,India,17.385,78.4867,success
2026-08-04 10:20:59.142979,u11,u11-laptop,10.143.204.247,Bangalore,India,12.9716,77.5946,success
2026-08-04 10:22:14.851183,u08,u08-laptop,10.118.105.69,Ahmedabad,India,23.0225,72.5714,success
2026-08-04 10:22:18.934321,u02,u02-laptop,10.152.72.183,Delhi,India,28.6139,77.209,success
2026-08-04 10:31:16.821523,u02,u02-laptop,10.152.222.170,Delhi,India,28.6139,77.209,success
2026-08-04 10:38:15.742797,u07,u07-laptop,10.152.238.68,Kolkata,India,22.5726,88.3639,success
2026-08-04 10:53:00.530286,u07,u07-laptop,10.152.120.122,Kolkata,India,22.5726,88.3639,success
2026-08-04 11:10:45.584123,u14,u14-laptop,10.75.183.19,Pune,India,18.5204,73.8567,success
2026-08-04 11:15:20.317826,u04,u04-laptop,10.174.15.98,Hyderabad,India,17.385,78.4867,success
2026-08-04 11:25:41.805126,u11,u11-laptop,10.143.247.236,Bangalore,India,12.9716,77.5946,success
2026-08-04 11:32:53.007221,u13,u13-laptop,10.11.213.245,Chennai,India,13.0827,80.2707,success
2026-08-04 11:36:50.411497,u07,u07-laptop,10.152.44.100,Kolkata,India,22.5726,88.3639,success
2026-08-04 11:39:46.955986,u09,u09-mobile,10.140.150.25,Mumbai,India,19.076,72.8777,success
2026-08-04 12:03:47.501555,u04,u04-laptop,10.174.183.197,Hyderabad,India,17.385,78.4867,success
2026-08-04 12:04:10.392594,u13,u13-laptop,10.11.99.76,Chennai,India,13.0827,80.2707,success
2026-08-04 12:15:41.855052,u12,u12-laptop,10.174.113.1,Hyderabad,India,17.385,78.4867,success
2026-08-04 12:35:08.270170,u09,u09-mobile,10.140.240.14,Mumbai,India,19.076,72.8777,success
2026-08-04 12:35:08.625828,u14,u14-laptop,10.75.164.132,Pune,India,18.5204,73.8567,success
2026-08-04 12:58:27.870979,u12,u12-laptop,10.174.164.130,Hyderabad,India,17.385,78.4867,success
2026-08-04 22:04:31.778480,u10,u10-laptop,10.152.209.253,Delhi,India,28.6139,77.209,success
2026-08-05 00:06:54.273017,u10,u10-laptop,10.152.175.231,Delhi,India,28.6139,77.209,success
2026-08-05 07:11:51.022384,u06,u06-laptop,10.75.139.141,Pune,India,18.5204,73.8567,success
2026-08-05 07:25:52.291485,u06,u06-laptop,10.75.240.137,Pune,India,18.5204,73.8567,success
2026-08-05 08:09:53.165343,u04,u04-laptop,10.174.208.130,Hyderabad,India,17.385,78.4867,success
2026-08-05 08:11:32.805454,u02,u02-laptop,10.152.124.12,Delhi,India,28.6139,77.209,success
2026-08-05 08:19:48.385600,u13,u13-laptop,10.11.108.3,Chennai,India,13.0827,80.2707,success
2026-08-05 08:33:13.906708,u07,u07-laptop,10.152.6.32,Kolkata,India,22.5726,88.3639,success
2026-08-05 08:34:20.282284,u03,u03-laptop,10.143.203.189,Bangalore,India,12.9716,77.5946,success
2026-08-05 08:39:02.296003,u03,u03-laptop,10.143.46.211,Bangalore,India,12.9716,77.5946,success
2026-08-05 08:39:51.790173,u07,u07-laptop,10.152.106.122,Kolkata,India,22.5726,88.3639,success
2026-08-05 08:40:41.856282,u13,u13-laptop,10.11.3.30,Chennai,India,13.0827,80.2707,success
2026-08-05 08:45:55.321265,u05,u05-mobile,10.11.117.209,Chennai,India,13.0827,80.2707,success
2026-08-05 08:48:30.478936,u11,u11-laptop,10.143.251.122,Bangalore,India,12.9716,77.5946,success
2026-08-05 08:49:40.817752,u09,u09-laptop,10.140.136.199,Mumbai,India,19.076,72.8777,success
2026-08-05 09:03:42.131077,u11,u11-laptop,10.143.20.143,Bangalore,India,12.9716,77.5946,success
2026-08-05 09:07:52.266318,u15,u15-laptop,10.152.228.51,Kolkata,India,22.5726,88.3639,success
2026-08-05 09:10:05.689715,u13,u13-laptop,10.11.33.249,Chennai,India,13.0827,80.2707,success
2026-08-05 09:10:38.608351,u13,u13-laptop,10.11.161.182,Chennai,India,13.0827,80.2707,success
2026-08-05 09:10:41.741900,u15,u15-laptop,10.152.196.91,Kolkata,India,22.5726,88.3639,success
2026-08-05 09:15:19.181216,u08,u08-laptop,10.118.40.120,Ahmedabad,India,23.0225,72.5714,success
2026-08-05 09:17:06.043999,u06,u06-laptop,10.75.139.73,Pune,India,18.5204,73.8567,success
2026-08-05 09:30:18.641219,u01,u01-laptop,10.140.114.229,Mumbai,India,19.076,72.8777,success
2026-08-05 09:40:40.527349,u14,u14-laptop,10.75.245.119,Pune,India,18.5204,73.8567,success
2026-08-05 09:41:35.414255,u13,u13-laptop,10.11.47.114,Chennai,India,13.0827,80.2707,success
2026-08-05 09:47:46.739493,u13,u13-laptop,10.11.2.80,Chennai,India,13.0827,80.2707,success
2026-08-05 09:53:09.260374,u05,u05-mobile,10.11.128.144,Chennai,India,13.0827,80.2707,success
2026-08-05 10:03:37.591726,u07,u07-laptop,10.152.243.177,Kolkata,India,22.5726,88.3639,success
2026-08-05 10:05:35.165113,u09,u09-laptop,10.140.179.158,Mumbai,India,19.076,72.8777,success
2026-08-05 10:05:46.069254,u08,u08-laptop,10.118.155.20,Ahmedabad,India,23.0225,72.5714,success
2026-08-05 10:07:20.508975,u08,u08-laptop,10.118.192.197,Ahmedabad,India,23.0225,72.5714,success
2026-08-05 10:08:19.961676,u07,u07-laptop,10.152.250.49,Kolkata,India,22.5726,88.3639,success
2026-08-05 10:08:49.242513,u09,u09-laptop,10.140.57.190,Mumbai,India,19.076,72.8777,success
2026-08-05 10:30:54.611489,u04,u04-laptop,10.174.111.229,Hyderabad,India,17.385,78.4867,success
2026-08-05 10:37:28.369630,u03,u03-laptop,10.143.29.243,Bangalore,India,12.9716,77.5946,success
2026-08-05 10:37:48.389780,u12,u12-laptop,10.174.81.97,Hyderabad,India,17.385,78.4867,success
2026-08-05 10:38:32.514685,u13,u13-laptop,10.11.52.134,Chennai,India,13.0827,80.2707,success
2026-08-05 10:38:44.734362,u13,u13-laptop,10.11.36.80,Chennai,India,13.0827,80.2707,success
2026-08-05 10:38:56.744394,u13,u13-laptop,10.11.40.250,Chennai,India,13.0827,80.2707,success
2026-08-05 10:39:45.303102,u11,u11-laptop,10.143.72.119,Bangalore,India,12.9716,77.5946,success
2026-08-05 10:55:12.751436,u08,u08-laptop,10.118.47.147,Ahmedabad,India,23.0225,72.5714,success
2026-08-05 11:04:58.517476,u12,u12-laptop,10.174.90.248,Hyderabad,India,17.385,78.4867,success
2026-08-05 11:19:51.397526,u08,u08-laptop,10.118.178.226,Ahmedabad,India,23.0225,72.5714,success
2026-08-05 11:27:20.338399,u05,u05-mobile,10.11.145.91,Chennai,India,13.0827,80.2707,success
2026-08-05 11:47:31.623238,u09,u09-laptop,10.140.145.52,Mumbai,India,19.076,72.8777,success
2026-08-05 12:11:41.685082,u14,u14-laptop,10.75.246.99,Pune,India,18.5204,73.8567,success
2026-08-05 12:15:59.962369,u03,u03-laptop,10.143.141.200,Bangalore,India,12.9716,77.5946,success
2026-08-05 12:18:43.015413,u02,u02-laptop,10.152.0.230,Delhi,India,28.6139,77.209,success
2026-08-05 13:12:29.095327,u07,u07-laptop,10.152.91.224,Kolkata,India,22.5726,88.3639,success
2026-08-05 13:18:35.211694,u05,u05-mobile,10.11.162.168,Chennai,India,13.0827,80.2707,success
2026-08-05 13:32:37.197959,u05,u05-mobile,10.11.53.68,Chennai,India,13.0827,80.2707,success
2026-08-05 21:32:15.980287,u10,u10-laptop,10.152.201.191,Delhi,India,28.6139,77.209,success
2026-08-06 07:36:23.338036,u06,u06-laptop,10.75.46.5,Pune,India,18.5204,73.8567,success
2026-08-06 08:22:35.192029,u08,u08-laptop,10.118.227.190,Ahmedabad,India,23.0225,72.5714,success
2026-08-06 08:39:45.738259,u07,u07-laptop,10.152.118.214,Kolkata,India,22.5726,88.3639,success
2026-08-06 08:47:06.595706,u09,u09-laptop,10.140.59.210,Mumbai,India,19.076,72.8777,success
2026-08-06 08:49:02.370725,u13,u13-laptop,10.11.215.69,Chennai,India,13.0827,80.2707,success
2026-08-06 08:50:59.286327,u13,u13-laptop,10.11.105.87,Chennai,India,13.0827,80.2707,success
2026-08-06 08:54:16.006865,u01,u01-laptop,10.140.89.67,Mumbai,India,19.076,72.8777,success
2026-08-06 09:06:59.729285,u14,u14-laptop,10.75.185.232,Pune,India,18.5204,73.8567,success
2026-08-06 09:17:14.847408,u13,u13-laptop,10.11.218.54,Chennai,India,13.0827,80.2707,success
2026-08-06 09:37:15.843951,u12,u12-laptop,10.174.255.72,Hyderabad,India,17.385,78.4867,success
2026-08-06 09:45:07.768397,u14,u14-laptop,10.75.241.189,Pune,India,18.5204,73.8567,success
2026-08-06 09:47:24.375210,u15,u15-laptop,10.152.114.6,Kolkata,India,22.5726,88.3639,success
2026-08-06 09:50:48.203590,u15,u15-laptop,10.152.67.23,Kolkata,India,22.5726,88.3639,success
2026-08-06 09:56:54.078405,u13,u13-laptop,10.11.30.134,Chennai,India,13.0827,80.2707,success
2026-08-06 10:13:06.796255,u03,u03-laptop,10.143.187.137,Bangalore,India,12.9716,77.5946,success
2026-08-06 10:13:24.274351,u05,u05-mobile,10.11.116.26,Chennai,India,13.0827,80.2707,success
2026-08-06 10:23:37.375244,u13,u13-laptop,10.11.237.125,Chennai,India,13.0827,80.2707,success
2026-08-06 10:23:41.458109,u13,u13-laptop,10.11.142.169,Chennai,India,13.0827,80.2707,success
2026-08-06 10:24:50.407865,u03,u03-laptop,10.143.250.100,Bangalore,India,12.9716,77.5946,success
2026-08-06 10:30:58.084598,u03,u03-laptop,10.143.36.10,Bangalore,India,12.9716,77.5946,success
2026-08-06 10:37:13.634689,u12,u12-laptop,10.174.196.116,Hyderabad,India,17.385,78.4867,success
2026-08-06 10:39:34.790608,u05,u05-mobile,10.11.44.106,Chennai,India,13.0827,80.2707,success
2026-08-06 10:43:11.367766,u07,u07-laptop,10.152.169.166,Kolkata,India,22.5726,88.3639,success
2026-08-06 10:57:16.241352,u07,u07-laptop,10.152.99.150,Kolkata,India,22.5726,88.3639,success
2026-08-06 11:07:57.720600,u01,u01-laptop,10.140.181.245,Mumbai,India,19.076,72.8777,success
2026-08-06 11:09:09.066273,u09,u09-laptop,10.140.30.121,Mumbai,India,19.076,72.8777,success
2026-08-06 11:10:31.068739,u13,u13-laptop,10.11.121.154,Chennai,India,13.0827,80.2707,success
2026-08-06 11:24:08.285064,u13,u13-laptop,10.11.185.122,Chennai,India,13.0827,80.2707,success
2026-08-06 11:26:26.704165,u04,u04-laptop,10.174.109.196,Hyderabad,India,17.385,78.4867,success
2026-08-06 12:45:54.105131,u08,u08-laptop,10.118.191.132,Ahmedabad,India,23.0225,72.5714,success
2026-08-06 14:27:48.208381,u02,u02-laptop,10.152.94.65,Delhi,India,28.6139,77.209,success
2026-08-06 22:47:39.448212,u10,u10-laptop,10.152.7.136,Delhi,India,28.6139,77.209,success
2026-08-06 23:27:49.721417,u10,u10-laptop,10.152.148.253,Delhi,India,28.6139,77.209,success
2026-08-07 06:09:55.364207,u06,u06-laptop,10.75.209.100,Pune,India,18.5204,73.8567,success
2026-08-07 07:09:19.142398,u02,u02-laptop,10.152.152.81,Delhi,India,28.6139,77.209,success
2026-08-07 07:32:12.935054,u15,u15-laptop,10.152.75.66,Kolkata,India,22.5726,88.3639,success
2026-08-07 07:54:02.052195,u11,u11-laptop,10.143.119.133,Bangalore,India,12.9716,77.5946,success
2026-08-07 08:08:12.429265,u02,u02-laptop,10.152.59.4,Delhi,India,28.6139,77.209,success
2026-08-07 08:10:21.252331,u07,u07-laptop,10.152.14.105,Kolkata,India,22.5726,88.3639,success
2026-08-07 08:19:54.845451,u13,u13-laptop,10.11.85.12,Chennai,India,13.0827,80.2707,success
2026-08-07 08:20:08.808788,u08,u08-laptop,10.118.89.17,Ahmedabad,India,23.0225,72.5714,success
2026-08-07 08:20:14.428737,u11,u11-laptop,10.143.115.108,Bangalore,India,12.9716,77.5946,success
2026-08-07 08:42:16.124798,u03,u03-laptop,10.143.106.73,Bangalore,India,12.9716,77.5946,success
2026-08-07 08:42:47.260793,u13,u13-laptop,10.11.166.252,Chennai,India,13.0827,80.2707,success
2026-08-07 08:48:40.189210,u15,u15-laptop,10.152.192.155,Kolkata,India,22.5726,88.3639,success
2026-08-07 09:07:05.719646,u08,u08-laptop,10.118.232.1,Ahmedabad,India,23.0225,72.5714,success
2026-08-07 09:07:18.612504,u02,u02-laptop,10.152.57.209,Delhi,India,28.6139,77.209,success
2026-08-07 09:18:15.206026,u02,u02-laptop,10.152.97.23,Delhi,India,28.6139,77.209,success
2026-08-07 09:23:09.461669,u03,u03-laptop,10.143.132.88,Bangalore,India,12.9716,77.5946,success
2026-08-07 09:24:59.638172,u05,u05-mobile,10.11.56.188,Chennai,India,13.0827,80.2707,success
2026-08-07 09:29:53.892789,u06,u06-laptop,10.75.27.246,Pune,India,18.5204,73.8567,success
2026-08-07 09:35:03.679041,u05,u05-mobile,10.11.119.90,Chennai,India,13.0827,80.2707,success
2026-08-07 09:37:39.287192,u09,u09-mobile,10.140.21.127,Mumbai,India,19.076,72.8777,success
2026-08-07 09:40:34.841607,u13,u13-laptop,10.11.124.159,Chennai,India,13.0827,80.2707,success
2026-08-07 09:46:16.249417,u08,u08-laptop,10.118.114.13,Ahmedabad,India,23.0225,72.5714,success
2026-08-07 09:48:06.080636,u06,u06-laptop,10.75.23.126,Pune,India,18.5204,73.8567,success
2026-08-07 09:56:53.573762,u12,u12-laptop,10.174.147.166,Hyderabad,India,17.385,78.4867,success
2026-08-07 10:07:05.525443,u08,u08-laptop,10.118.48.161,Ahmedabad,India,23.0225,72.5714,success
2026-08-07 10:07:38.287494,u02,u02-laptop,10.152.124.52,Delhi,India,28.6139,77.209,success
2026-08-07 10:10:57.160429,u12,u12-laptop,10.174.221.118,Hyderabad,India,17.385,78.4867,success
2026-08-07 10:18:44.960122,u11,u11-laptop,10.143.104.243,Bangalore,India,12.9716,77.5946,success
2026-08-07 10:27:20.926442,u08,u08-laptop,10.118.232.99,Ahmedabad,India,23.0225,72.5714,success
2026-08-07 10:33:32.418635,u08,u08-laptop,10.118.22.16,Ahmedabad,India,23.0225,72.5714,success
2026-08-07 10:34:53.975217,u01,u01-laptop,10.140.245.117,Mumbai,India,19.076,72.8777,success
2026-08-07 10:36:59.737272,u12,u12-laptop,10.174.80.71,Hyderabad,India,17.385,78.4867,success
2026-08-07 10:39:56.074830,u11,u11-laptop,10.143.145.53,Bangalore,India,12.9716,77.5946,success
2026-08-07 10:46:09.330131,u06,u06-laptop,10.75.86.74,Pune,India,18.5204,73.8567,success
2026-08-07 10:51:56.817164,u09,u09-mobile,10.140.89.87,Mumbai,India,19.076,72.8777,success
2026-08-07 10:57:30.119741,u13,u13-laptop,10.11.12.59,Chennai,India,13.0827,80.2707,success
2026-08-07 10:59:05.936542,u13,u13-laptop,10.11.3.17,Chennai,India,13.0827,80.2707,success
2026-08-07 11:07:09.739813,u02,u02-laptop,10.152.18.125,Delhi,India,28.6139,77.209,success
2026-08-07 11:11:39.736619,u12,u12-laptop,10.174.209.116,Hyderabad,India,17.385,78.4867,success
2026-08-07 11:24:20.710544,u09,u09-mobile,10.140.193.178,Mumbai,India,19.076,72.8777,success
2026-08-07 11:27:59.172486,u01,u01-laptop,10.140.49.214,Mumbai,India,19.076,72.8777,success
2026-08-07 11:36:44.017745,u12,u12-laptop,10.174.241.211,Hyderabad,India,17.385,78.4867,success
2026-08-07 11:50:44.992529,u03,u03-laptop,10.143.60.223,Bangalore,India,12.9716,77.5946,success
2026-08-07 11:51:26.378125,u04,u04-laptop,10.174.125.39,Hyderabad,India,17.385,78.4867,success
2026-08-07 12:03:28.578449,u08,u08-laptop,10.118.29.61,Ahmedabad,India,23.0225,72.5714,success
2026-08-07 12:08:27.203216,u14,u14-laptop,10.75.221.195,Pune,India,18.5204,73.8567,success
2026-08-07 12:10:25.453004,u12,u12-laptop,10.174.24.215,Hyderabad,India,17.385,78.4867,success
2026-08-07 12:14:00.928821,u02,u02-laptop,10.152.223.6,Delhi,India,28.6139,77.209,success
2026-08-07 12:16:53.576866,u02,u02-laptop,10.152.173.236,Delhi,India,28.6139,77.209,success
2026-08-07 12:42:59.774684,u05,u05-mobile,10.11.213.211,Chennai,India,13.0827,80.2707,success
2026-08-07 13:45:12.440487,u14,u14-laptop,10.75.100.40,Pune,India,18.5204,73.8567,success
2026-08-07 13:50:02.093377,u05,u05-mobile,10.11.150.125,Chennai,India,13.0827,80.2707,success
2026-08-07 22:36:53.044430,u10,u10-laptop,10.152.237.46,Delhi,India,28.6139,77.209,success
2026-08-08 08:14:16.195491,u13,u13-mobile,10.11.115.71,Chennai,India,13.0827,80.2707,success
2026-08-08 10:21:10.528899,u09,u09-laptop,10.140.242.46,Mumbai,India,19.076,72.8777,success
2026-08-08 10:41:57.243626,u11,u11-laptop,10.143.92.2,Bangalore,India,12.9716,77.5946,success
2026-08-08 10:55:44.228448,u07,u07-laptop,10.152.235.81,Kolkata,India,22.5726,88.3639,success
2026-08-08 12:22:07.727790,u04,u04-laptop,10.174.243.253,Hyderabad,India,17.385,78.4867,success
2026-08-09 08:08:33.666333,u08,u08-laptop,10.118.92.49,Ahmedabad,India,23.0225,72.5714,success
2026-08-09 08:48:00.749059,u12,u12-laptop,10.174.139.53,Hyderabad,India,17.385,78.4867,success
2026-08-09 09:14:33.432222,u12,u12-laptop,10.174.132.78,Hyderabad,India,17.385,78.4867,success
