timestamp,user_id,device_id,dest_domain,bytes_mb,protocol
2026-08-03 09:58:59.031585,u13,u13-mobile,mail.corp.local,10.28,https
2026-08-03 10:00:59.231374,u08,u08-laptop,workday.corp.local,14.15,https
2026-08-03 10:01:05.494544,u07,u07-laptop,jira.corp.local,2.17,https
2026-08-03 10:02:35.038463,u15,u15-laptop,adminportal.corp.local,11.62,https
2026-08-03 10:03:24.752776,u09,u09-mobile,salesforce.corp.local,2.72,https
2026-08-03 10:04:00.650423,u03,u03-laptop,mail.corp.local,17.45,https
2026-08-03 10:04:48.634490,u12,u12-laptop,github.corp.local,5.9,https
2026-08-03 10:06:36.585970,u07,u07-laptop,mail.corp.local,16.4,https
2026-08-03 10:11:59.309562,u06,u06-laptop,mail.corp.local,12.58,https
2026-08-03 10:13:03.986798,u15,u15-laptop,adminportal.corp.local,2.71,https
2026-08-03 10:13:55.388473,u15,u15-laptop,mail.corp.local,4.11,https
2026-08-03 10:14:13.530592,u06,u06-laptop,mail.corp.local,26.84,https
2026-08-03 10:14:37.894032,u02,u02-laptop,jira.corp.local,2.99,https
2026-08-03 10:15:51.120311,u15,u15-laptop,adminportal.corp.local,5.69,https
2026-08-03 10:16:12.297195,u01,u01-mobile,mail.corp.local,32.01,https
2026-08-03 10:17:29.531438,u07,u07-laptop,github.corp.local,3.34,https
2026-08-03 10:18:15.478627,u03,u03-laptop,workday.corp.local,25.91,https
2026-08-03 10:18:16.913895,u11,u11-laptop,erp.corp.local,50.46,https
2026-08-03 10:18:59.323301,u06,u06-laptop,erp.corp.local,21.67,https
2026-08-03 10:19:10.939248,u15,u15-laptop,adminportal.corp.local,5.2,https
2026-08-03 10:19:40.210526,u02,u02-laptop,mail.corp.local,8.43,https
2026-08-03 10:19:52.522217,u09,u09-mobile,salesforce.corp.local,1.62,https
2026-08-03 10:20:38.306653,u06,u06-laptop,mail.corp.local,22.06,https
2026-08-03 10:20:39.926208,u08,u08-laptop,workday.corp.local,5.22,https
2026-08-03 10:23:37.337452,u04,u04-laptop,salesforce.corp.local,4.19,https
2026-08-03 10:24:38.584623,u03,u03-laptop,workday.corp.local,28.56,https
2026-08-03 10:25:02.886865,u07,u07-laptop,jira.corp.local,4.17,https
2026-08-03 10:26:27.419692,u07,u07-laptop,jira.corp.local,25.09,https
2026-08-03 10:27:03.249735,u04,u04-laptop,mail.corp.local,5.56,https
2026-08-03 10:32:18.451992,u15,u15-laptop,mail.corp.local,5.89,https
2026-08-03 10:34:05.288726,u08,u08-laptop,workday.corp.local,3.71,https
2026-08-03 10:34:51.965704,u15,u15-laptop,mail.corp.local,3.2,https
2026-08-03 10:35:17.031015,u15,u15-laptop,mail.corp.local,4.74,https
2026-08-03 10:35:41.514042,u08,u08-laptop,mail.corp.local,5.15,https
2026-08-03 10:35:56.942777,u02,u02-laptop,jira.corp.local,4.02,https
2026-08-03 10:38:47.640950,u13,u13-mobile,workday.corp.local,5.12,https
2026-08-03 10:39:52.388248,u07,u07-laptop,github.corp.local,2.16,https
2026-08-03 10:40:52.713885,u07,u07-laptop,mail.corp.local,3.85,https
2026-08-03 10:43:29.847420,u08,u08-laptop,workday.corp.local,18.04,https
2026-08-03 10:45:15.186137,u07,u07-laptop,github.corp.local,2.7,https
2026-08-03 10:46:34.250625,u13,u13-mobile,workday.corp.local,7.27,https
2026-08-03 10:46:58.070559,u12,u12-laptop,github.corp.local,11.41,https
2026-08-03 10:52:09.527966,u09,u09-mobile,salesforce.corp.local,2.66,https
2026-08-03 10:54:31.450422,u07,u07-laptop,jira.corp.local,5.18,https
2026-08-03 10:55:05.134897,u13,u13-mobile,workday.corp.local,2.02,https
2026-08-03 10:57:17.325354,u08,u08-laptop,workday.corp.local,3.34,https
2026-08-03 10:58:06.717721,u07,u07-laptop,mail.corp.local,4.41,https
2026-08-03 10:58:56.349806,u13,u13-mobile,workday.corp.local,2.6,https
2026-08-03 10:59:57.013022,u01,u01-mobile,mail.corp.local,63.46,https
2026-08-03 11:00:29.482391,u13,u13-mobile,mail.corp.local,2.86,https
2026-08-03 11:03:51.297896,u03,u03-laptop,mail.corp.local,32.13,https
2026-08-03 11:03:52.073992,u08,u08-laptop,mail.corp.local,8.87,https
2026-08-03 11:04:04.685447,u15,u15-laptop,adminportal.corp.local,6.89,https
2026-08-03 11:04:51.069539,u15,u15-laptop,mail.corp.local,7.27,https
2026-08-03 11:09:31.048094,u12,u12-laptop,jira.corp.local,6.38,https
2026-08-03 11:11:34.202638,u06,u06-laptop,erp.corp.local,13.78,https
2026-08-03 11:11:39.877131,u13,u13-mobile,workday.corp.local,7.38,https
2026-08-03 11:11:44.238389,u12,u12-laptop,github.corp.local,19.9,https
2026-08-03 11:22:24.683643,u08,u08-laptop,mail.corp.local,3.04,https
2026-08-03 11:25:53.525842,u03,u03-laptop,mail.corp.local,29.66,https
2026-08-03 11:25:53.654170,u08,u08-laptop,mail.corp.local,4.15,https
2026-08-03 11:26:06.405723,u13,u13-mobile,workday.corp.local,4.11,https
2026-08-03 11:32:10.273601,u08,u08-laptop,mail.corp.local,5.35,https
2026-08-03 11:35:08.184285,u09,u09-mobile,mail.corp.local,17.66,https
2026-08-03 11:35:22.829329,u09,u09-mobile,salesforce.corp.local,19.21,https
2026-08-03 11:42:05.069441,u08,u08-laptop,workday.corp.local,12.22,https
2026-08-03 11:42:20.815420,u02,u02-laptop,mail.corp.local,16.63,https
2026-08-03 11:42:52.657840,u15,u15-laptop,adminportal.corp.local,4.53,https
2026-08-03 11:44:52.136906,u02,u02-laptop,github.corp.local,10.25,https
2026-08-03 11:47:56.952943,u09,u09-mobile,salesforce.corp.local,22.47,https
2026-08-03 11:49:13.215756,u05,u05-laptop,mail.corp.local,25.71,https
2026-08-03 11:49:46.047263,u15,u15-laptop,mail.corp.local,5.46,https
2026-08-03 11:52:25.759568,u06,u06-laptop,erp.corp.local,36.21,https
2026-08-03 11:52:41.313161,u02,u02-laptop,github.corp.local,12.83,https
2026-08-03 11:52:48.319851,u08,u08-laptop,workday.corp.local,4.51,https
2026-08-03 11:53:12.398428,u08,u08-laptop,workday.corp.local,3.62,https
2026-08-03 11:53:33.306518,u06,u06-laptop,sap.corp.local,56.56,https
2026-08-03 11:56:19.222182,u08,u08-laptop,mail.corp.local,17.25,https
2026-08-03 11:59:28.635255,u15,u15-laptop,adminportal.corp.local,6.05,https
2026-08-03 12:01:24.496272,u12,u12-laptop,jira.corp.local,11.5,https
2026-08-03 12:05:41.477293,u09,u09-mobile,mail.corp.local,19.24,https
2026-08-03 12:07:00.935099,u13,u13-mobile,mail.corp.local,12.88,https
2026-08-03 12:07:44.861335,u08,u08-laptop,mail.corp.local,6.57,https
2026-08-03 12:08:12.193823,u05,u05-laptop,mail.corp.local,13.47,https
2026-08-03 12:11:48.101505,u03,u03-laptop,mail.corp.local,22.22,https
2026-08-03 12:21:20.624649,u11,u11-laptop,sap.corp.local,16.55,https
2026-08-03 12:21:55.626210,u03,u03-laptop,mail.corp.local,30.41,https
2026-08-03 12:22:03.959104,u15,u15-laptop,adminportal.corp.local,6.32,https
2026-08-03 12:23:20.752943,u03,u03-laptop,workday.corp.local,26.76,https
2026-08-03 12:25:02.308595,u15,u15-laptop,adminportal.corp.local,3.65,https
2026-08-03 12:43:06.001605,u07,u07-laptop,jira.corp.local,6.71,https
2026-08-03 12:43:50.413760,u13,u13-mobile,mail.corp.local,17.47,https
2026-08-03 12:46:03.094929,u05,u05-laptop,adminportal.corp.local,80.5,https
2026-08-03 12:55:16.862044,u11,u11-laptop,erp.corp.local,18.69,https
2026-08-03 13:02:45.671080,u11,u11-laptop,mail.corp.local,11.38,https
2026-08-03 13:05:51.211405,u15,u15-laptop,mail.corp.local,5.82,https
2026-08-03 13:19:20.910829,u07,u07-laptop,mail.corp.local,5.09,https
2026-08-03 13:19:21.377133,u07,u07-laptop,jira.corp.local,5.81,https
2026-08-03 13:56:14.112689,u04,u04-laptop,mail.corp.local,46.74,https
2026-08-03 21:11:14.230613,u10,u10-laptop,adminportal.corp.local,13.38,https
2026-08-03 21:13:20.492126,u10,u10-laptop,adminportal.corp.local,10.59,https
2026-08-03 21:21:28.462680,u10,u10-laptop,adminportal.corp.local,8.98,https
2026-08-03 21:37:09.403686,u10,u10-laptop,mail.corp.local,11.34,https
2026-08-03 22:20:06.932773,u10,u10-laptop,adminportal.corp.local,10.99,https
2026-08-03 22:48:22.376786,u10,u10-laptop,mail.corp.local,14.89,https
2026-08-03 22:51:26.169854,u10,u10-laptop,adminportal.corp.local,16.74,https
2026-08-03 22:54:31.323666,u10,u10-laptop,mail.corp.local,11.17,https
2026-08-03 23:02:00.230150,u10,u10-laptop,adminportal.corp.local,19.24,https
2026-08-03 23:31:08.130741,u10,u10-laptop,adminportal.corp.local,22.41,https
2026-08-03 23:49:47.684164,u10,u10-laptop,mail.corp.local,9.67,https
2026-08-04 00:15:53.990402,u10,u10-laptop,mail.corp.local,26.52,https
2026-08-04 08:01:48.035662,u08,u08-laptop,mail.corp.local,9.24,https
2026-08-04 08:06:33.993569,u08,u08-laptop,workday.corp.local,12.0,https
2026-08-04 08:13:49.119679,u08,u08-laptop,mail.corp.local,9.08,https
2026-08-04 08:16:18.552508,u09,u09-mobile,salesforce.corp.local,83.02,https
2026-08-04 08:21:26.891263,u11,u11-laptop,sap.corp.local,20.95,https
2026-08-04 08:26:56.762628,u11,u11-laptop,erp.corp.local,13.11,https
2026-08-04 08:29:45.054588,u01,u01-laptop,sap.corp.local,57.32,https
2026-08-04 08:36:58.611092,u11,u11-laptop,erp.corp.local,11.41,https
2026-08-04 08:41:31.623919,u01,u01-laptop,sap.corp.local,45.49,https
2026-08-04 08:42:42.981623,u02,u02-laptop,github.corp.local,4.9,https
2026-08-04 08:43:41.005547,u08,u08-laptop,workday.corp.local,15.78,https
2026-08-04 08:58:43.741987,u08,u08-laptop,mail.corp.local,10.79,https
2026-08-04 09:01:49.060268,u02,u02-laptop,github.corp.local,7.4,https
2026-08-04 09:04:29.215123,u01,u01-laptop,mail.corp.local,48.16,https
2026-08-04 09:07:57.768040,u07,u07-laptop,jira.corp.local,24.05,https
2026-08-04 09:08:50.383145,u08,u08-laptop,workday.corp.local,19.28,https
2026-08-04 09:15:43.063964,u08,u08-laptop,workday.corp.local,25.17,https
2026-08-04 09:21:46.952813,u13,u13-laptop,mail.corp.local,12.68,https
2026-08-04 09:22:57.246232,u02,u02-laptop,mail.corp.local,4.75,https
2026-08-04 09:23:18.662723,u07,u07-laptop,jira.corp.local,11.82,https
2026-08-04 09:25:40.348034,u15,u15-laptop,adminportal.corp.local,16.15,https
2026-08-04 09:25:56.190802,u11,u11-laptop,sap.corp.local,23.52,https
2026-08-04 09:29:01.817962,u03,u03-laptop,mail.corp.local,58.6,https
2026-08-04 09:29:10.571980,u02,u02-laptop,github.corp.local,6.74,https
2026-08-04 09:37:50.900300,u13,u13-laptop,workday.corp.local,23.23,https
2026-08-04 09:41:11.728655,u06,u06-laptop,erp.corp.local,60.13,https
2026-08-04 09:42:49.470396,u11,u11-laptop,sap.corp.local,21.42,https
2026-08-04 09:42:57.261487,u01,u01-laptop,sap.corp.local,27.21,https
2026-08-04 09:52:13.013236,u07,u07-laptop,jira.corp.local,10.65,https
2026-08-04 10:02:18.471631,u13,u13-laptop,workday.corp.local,7.62,https
2026-08-04 10:06:21.789928,u06,u06-laptop,mail.corp.local,51.11,https
2026-08-04 10:06:27.082833,u13,u13-laptop,workday.corp.local,9.1,https
2026-08-04 10:06:42.676999,u13,u13-laptop,mail.corp.local,10.36,https
2026-08-04 10:23:05.621881,u13,u13-laptop,mail.corp.local,3.44,https
2026-08-04 10:24:05.524470,u15,u15-laptop,mail.corp.local,12.06,https
2026-08-04 10:25:18.306833,u15,u15-laptop,mail.corp.local,30.09,https
2026-08-04 10:27:50.727468,u11,u11-laptop,erp.corp.local,15.31,https
2026-08-04 10:28:55.741051,u08,u08-laptop,mail.corp.local,16.76,https
2026-08-04 10:30:09.175135,u03,u03-laptop,workday.corp.local,105.73,https
2026-08-04 10:34:39.844194,u11,u11-laptop,sap.corp.local,21.9,https
2026-08-04 10:35:28.543159,u15,u15-laptop,adminportal.corp.local,16.01,https
2026-08-04 10:35:52.182698,u02,u02-laptop,jira.corp.local,8.36,https
2026-08-04 10:37:40.973759,u12,u12-laptop,jira.corp.local,18.89,https
2026-08-04 10:38:26.849340,u03,u03-laptop,mail.corp.local,54.12,https
2026-08-04 10:38:40.636624,u03,u03-laptop,mail.corp.local,89.62,https
2026-08-04 10:40:00.694017,u08,u08-laptop,workday.corp.local,11.92,https
2026-08-04 10:45:28.870601,u02,u02-laptop,mail.corp.local,7.94,https
2026-08-04 10:45:38.593491,u15,u15-laptop,mail.corp.local,18.23,https
2026-08-04 10:46:29.375671,u08,u08-laptop,mail.corp.local,18.27,https
2026-08-04 10:49:48.607112,u12,u12-laptop,github.corp.local,9.9,https
2026-08-04 10:53:53.806417,u01,u01-laptop,sap.corp.local,28.16,https
2026-08-04 10:55:45.013784,u15,u15-laptop,mail.corp.local,27.63,https
2026-08-04 10:58:54.217798,u15,u15-laptop,adminportal.corp.local,21.24,https
2026-08-04 11:04:09.944342,u01,u01-laptop,sap.corp.local,23.01,https
2026-08-04 11:07:10.200145,u07,u07-laptop,mail.corp.local,7.64,https
2026-08-04 11:11:58.779241,u07,u07-laptop,mail.corp.local,12.32,https
2026-08-04 11:15:59.657697,u02,u02-laptop,github.corp.local,14.64,https
2026-08-04 11:16:57.643448,u07,u07-laptop,mail.corp.local,10.81,https
2026-08-04 11:20:15.627125,u08,u08-laptop,mail.corp.local,10.3,https
2026-08-04 11:21:33.194996,u04,u04-laptop,mail.corp.local,19.98,https
2026-08-04 11:22:02.083111,u08,u08-laptop,workday.corp.local,13.89,https
2026-08-04 11:26:42.810888,u11,u11-laptop,erp.corp.local,21.79,https
2026-08-04 11:28:02.548697,u15,u15-laptop,mail.corp.local,24.41,https
2026-08-04 11:31:33.188181,u11,u11-laptop,mail.corp.local,6.65,https
2026-08-04 11:34:59.945176,u02,u02-laptop,mail.corp.local,6.46,https
2026-08-04 11:35:02.241590,u13,u13-laptop,mail.corp.local,12.86,https
2026-08-04 11:36:55.890952,u14,u14-laptop,mail.corp.local,9.95,https
2026-08-04 11:39:55.619901,u11,u11-laptop,mail.corp.local,4.92,https
2026-08-04 11:43:19.180002,u08,u08-laptop,mail.corp.local,14.0,https
2026-08-04 11:50:38.584758,u07,u07-laptop,mail.corp.local,6.05,https
2026-08-04 11:51:57.492990,u13,u13-laptop,mail.corp.local,11.18,https
2026-08-04 11:53:09.958045,u07,u07-laptop,jira.corp.local,4.99,https
2026-08-04 11:55:05.121270,u14,u14-laptop,mail.corp.local,15.13,https
2026-08-04 11:57:31.994515,u14,u14-laptop,mail.corp.local,15.98,https
2026-08-04 12:02:35.912863,u07,u07-laptop,mail.corp.local,36.13,https
2026-08-04 12:05:40.537620,u13,u13-laptop,mail.corp.local,15.83,https
2026-08-04 12:08:06.791335,u09,u09-mobile,mail.corp.local,6.46,https
2026-08-04 12:08:43.675341,u13,u13-laptop,mail.corp.local,12.07,https
2026-08-04 12:09:35.309603,u11,u11-laptop,mail.corp.local,4.69,https
2026-08-04 12:13:51.740161,u09,u09-mobile,mail.corp.local,7.5,https
2026-08-04 12:15:22.219109,u07,u07-laptop,github.corp.local,9.13,https
2026-08-04 12:22:03.437741,u09,u09-mobile,salesforce.corp.local,8.77,https
2026-08-04 12:25:54.833204,u12,u12-laptop,mail.corp.local,8.75,https
2026-08-04 12:26:53.223461,u11,u11-laptop,sap.corp.local,5.0,https
2026-08-04 12:28:29.399039,u04,u04-laptop,mail.corp.local,29.15,https
2026-08-04 12:31:38.927476,u04,u04-laptop,salesforce.corp.local,11.25,https
2026-08-04 12:31:42.407915,u14,u14-laptop,salesforce.corp.local,20.43,https
2026-08-04 12:32:02.269388,u07,u07-laptop,github.corp.local,3.69,https
2026-08-04 12:41:05.282367,u13,u13-laptop,workday.corp.local,6.23,https
2026-08-04 12:46:05.415574,u11,u11-laptop,mail.corp.local,2.46,https
2026-08-04 12:47:45.119015,u13,u13-laptop,mail.corp.local,17.34,https
2026-08-04 12:56:56.830536,u04,u04-laptop,mail.corp.local,12.54,https
2026-08-04 13:01:56.352733,u12,u12-laptop,github.corp.local,11.91,https
2026-08-04 13:07:29.734526,u04,u04-laptop,mail.corp.local,8.22,https
2026-08-04 13:08:20.133436,u13,u13-laptop,workday.corp.local,9.21,https
2026-08-04 13:10:06.383804,u09,u09-mobile,mail.corp.local,23.39,https
2026-08-04 13:18:16.161637,u12,u12-laptop,github.corp.local,8.38,https
2026-08-04 13:21:42.696546,u12,u12-laptop,github.corp.local,7.57,https
2026-08-04 13:26:04.067120,u12,u12-laptop,mail.corp.local,4.9,https
2026-08-04 13:30:16.885281,u04,u04-laptop,mail.corp.local,3.17,https
2026-08-04 13:38:31.335876,u14,u14-laptop,salesforce.corp.local,46.34,https
2026-08-04 13:48:13.154866,u12,u12-laptop,jira.corp.local,5.93,https
2026-08-04 14:02:49.280042,u12,u12-laptop,mail.corp.local,6.9,https
2026-08-04 14:18:21.443787,u12,u12-laptop,mail.corp.local,8.71,https
2026-08-04 22:20:23.666280,u10,u10-laptop,adminportal.corp.local,15.82,https
2026-08-04 22:32:04.178514,u10,u10-laptop,mail.corp.local,11.14,https
2026-08-04 22:44:07.550808,u10,u10-laptop,adminportal.corp.local,28.37,https
2026-08-04 22:46:06.424986,u10,u10-laptop,mail.corp.local,15.66,https
2026-08-05 00:34:42.234885,u10,u10-laptop,adminportal.corp.local,39.54,https
2026-08-05 01:09:46.598453,u10,u10-laptop,adminportal.corp.local,25.73,https
2026-08-05 07:24:58.866812,u06,u06-laptop,sap.corp.local,43.7,https
2026-08-05 08:16:01.260704,u02,u02-laptop,mail.corp.local,15.59,https
2026-08-05 08:20:50.439871,u02,u02-laptop,mail.corp.local,12.16,https
2026-08-05 08:22:31.516381,u06,u06-laptop,mail.corp.local,96.39,https
2026-08-05 08:24:08.761464,u02,u02-laptop,mail.corp.local,6.77,https
2026-08-05 08:41:39.475603,u07,u07-laptop,github.corp.local,7.25,https
2026-08-05 08:42:35.654731,u07,u07-laptop,mail.corp.local,17.77,https
2026-08-05 08:44:15.770102,u03,u03-laptop,mail.corp.local,10.67,https
2026-08-05 08:48:11.891013,u13,u13-laptop,mail.corp.local,26.36,https
2026-08-05 08:49:38.623253,u03,u03-laptop,workday.corp.local,7.06,https
