timestamp,user_id,device_id,resource,action,file_size_mb
2026-08-01 12:37:30.206096,u08,u08-laptop,hr/leave_records.xlsx,read,2.86
2026-08-01 12:39:12.755248,u06,u06-laptop,finance/expense_reports/,write,3.87
2026-08-01 12:39:26.464451,u08,u08-laptop,hr/onboarding/,read,3.1
2026-08-01 12:41:41.256180,u06,u06-laptop,finance/expense_reports/,download,7.04
2026-08-01 12:45:03.073506,u08,u08-laptop,hr/onboarding/,download,3.68
2026-08-01 12:45:07.412846,u06,u06-laptop,finance/vendor_invoices/,download,3.05
2026-08-01 12:50:27.985449,u08,u08-laptop,hr/onboarding/,read,4.02
2026-08-01 12:56:13.439601,u08,u08-laptop,hr/policies/,read,1.95
2026-08-01 12:58:49.826444,u08,u08-laptop,hr/onboarding/,read,1.0
2026-08-01 13:01:06.638332,u05,u05-laptop,it/scripts/,read,2.21
2026-08-01 13:08:29.270150,u08,u08-laptop,hr/onboarding/,write,3.02
2026-08-01 13:15:25.856155,u05,u05-laptop,it/admin_credentials.vault,read,1.97
2026-08-01 13:17:00.859460,u05,u05-laptop,it/tickets/,read,1.51
2026-08-01 13:19:42.561441,u08,u08-laptop,hr/policies/,read,3.69
2026-08-01 13:25:08.423352,u08,u08-laptop,hr/policies/,read,2.57
2026-08-01 13:34:11.346432,u08,u08-laptop,hr/onboarding/,read,3.5
2026-08-01 13:37:15.051382,u05,u05-laptop,it/scripts/,read,1.01
2026-08-01 13:45:26.729562,u05,u05-laptop,it/tickets/,read,0.54
2026-08-01 13:48:56.255002,u05,u05-laptop,it/tickets/,write,0.62
2026-08-01 13:52:47.392311,u05,u05-laptop,it/asset_inventory.xlsx,read,0.7
2026-08-01 13:54:29.384819,u05,u05-laptop,it/tickets/,write,2.37
2026-08-01 13:56:20.936638,u05,u05-laptop,it/scripts/,download,0.82
2026-08-01 14:15:31.986352,u05,u05-laptop,it/asset_inventory.xlsx,read,2.37
2026-08-01 14:17:38.430094,u05,u05-laptop,it/asset_inventory.xlsx,read,0.76
2026-08-02 08:26:34.143277,u03,u03-laptop,hr/leave_records.xlsx,read,2.58
2026-08-02 08:29:52.942666,u03,u03-laptop,hr/policies/,read,1.61
2026-08-02 08:30:09.759944,u03,u03-laptop,hr/policies/,read,1.33
2026-08-02 08:41:47.291155,u03,u03-laptop,hr/onboarding/,read,1.55
2026-08-02 08:48:33.499378,u01,u01-mobile,finance/budget_2026.xlsx,read,0.95
2026-08-02 08:49:25.284716,u03,u03-laptop,hr/policies/,write,1.39
2026-08-02 08:50:36.963003,u03,u03-laptop,hr/policies/,read,2.21
2026-08-02 08:53:23.617017,u03,u03-laptop,hr/leave_records.xlsx,write,1.13
2026-08-02 09:03:15.449959,u01,u01-mobile,finance/vendor_invoices/,read,1.86
2026-08-02 09:06:11.903956,u06,u06-laptop,finance/expense_reports/,read,3.75
2026-08-02 09:06:40.617045,u06,u06-laptop,finance/expense_reports/,write,3.35
2026-08-02 09:14:17.085250,u06,u06-laptop,finance/budget_2026.xlsx,write,4.88
2026-08-02 09:14:57.547941,u01,u01-mobile,finance/budget_2026.xlsx,write,0.76
2026-08-02 09:17:04.097822,u03,u03-laptop,hr/policies/,read,3.78
2026-08-02 09:17:46.985074,u03,u03-laptop,hr/leave_records.xlsx,download,6.12
2026-08-02 09:18:17.932099,u06,u06-laptop,finance/expense_reports/,read,5.35
2026-08-02 09:22:12.867075,u01,u01-mobile,finance/general_ledger.xlsx,read,2.31
2026-08-02 09:23:03.779257,u06,u06-laptop,finance/vendor_invoices/,read,1.9
2026-08-02 09:23:28.140324,u01,u01-mobile,finance/budget_2026.xlsx,write,3.12
2026-08-02 09:23:30.246435,u06,u06-laptop,finance/expense_reports/,read,4.33
2026-08-02 09:34:31.453976,u01,u01-mobile,finance/expense_reports/,read,1.01
2026-08-02 09:35:51.636375,u06,u06-laptop,finance/budget_2026.xlsx,write,6.03
2026-08-02 09:39:15.250303,u01,u01-mobile,finance/general_ledger.xlsx,read,4.77
2026-08-02 09:39:24.826456,u03,u03-laptop,hr/policies/,read,1.91
2026-08-02 09:40:34.608725,u07,u07-laptop,eng/design_docs/,read,5.79
2026-08-02 09:41:20.390194,u06,u06-laptop,finance/expense_reports/,write,5.08
2026-08-02 09:42:17.705320,u07,u07-laptop,eng/repo/frontend/,read,9.93
2026-08-02 09:42:26.171492,u01,u01-mobile,finance/budget_2026.xlsx,read,2.5
2026-08-02 09:42:36.173789,u03,u03-laptop,hr/policies/,read,1.55
2026-08-02 09:43:11.419766,u01,u01-mobile,finance/general_ledger.xlsx,read,2.07
2026-08-02 09:43:43.880504,u14,u14-laptop,sales/decks/,write,0.83
2026-08-02 09:45:42.324467,u06,u06-laptop,finance/general_ledger.xlsx,read,2.76
2026-08-02 09:45:46.540370,u14,u14-laptop,sales/contracts/,read,1.23
2026-08-02 09:46:33.274765,u01,u01-mobile,finance/vendor_invoices/,read,1.74
2026-08-02 09:47:32.394942,u01,u01-mobile,finance/general_ledger.xlsx,write,0.87
2026-08-02 09:51:36.717755,u06,u06-laptop,finance/general_ledger.xlsx,read,2.74
2026-08-02 09:53:14.888399,u06,u06-laptop,finance/expense_reports/,download,6.71
2026-08-02 09:53:46.486627,u06,u06-laptop,finance/expense_reports/,read,2.06
2026-08-02 09:54:00.603014,u03,u03-laptop,hr/leave_records.xlsx,write,3.31
2026-08-02 09:56:22.606105,u07,u07-laptop,eng/ci_logs/,write,0.98
2026-08-02 09:56:53.628149,u14,u14-laptop,sales/contracts/,read,1.6
2026-08-02 09:57:09.426979,u06,u06-laptop,finance/budget_2026.xlsx,read,2.23
2026-08-02 09:58:44.683901,u07,u07-laptop,eng/repo/backend/,read,3.33
2026-08-02 10:01:47.635434,u06,u06-laptop,finance/budget_2026.xlsx,read,3.08
2026-08-02 10:02:05.011116,u06,u06-laptop,finance/general_ledger.xlsx,read,4.55
2026-08-02 10:03:31.622689,u14,u14-laptop,sales/contracts/,write,0.72
2026-08-02 10:07:21.542414,u14,u14-laptop,sales/contracts/,read,1.08
2026-08-02 10:08:15.367615,u14,u14-laptop,sales/contracts/,read,4.49
2026-08-02 10:09:18.246894,u13,u13-laptop,hr/leave_records.xlsx,read,0.96
2026-08-02 10:10:29.791017,u14,u14-laptop,sales/pipeline.xlsx,read,1.99
2026-08-02 10:10:30.388894,u13,u13-laptop,hr/onboarding/,read,1.57
2026-08-02 10:12:33.602542,u13,u13-laptop,hr/leave_records.xlsx,read,0.6
2026-08-02 10:13:17.495132,u14,u14-laptop,sales/pipeline.xlsx,read,0.68
2026-08-02 10:13:55.076554,u06,u06-laptop,finance/expense_reports/,read,2.19
2026-08-02 10:14:11.436046,u13,u13-laptop,hr/policies/,write,2.88
2026-08-02 10:15:11.811554,u13,u13-laptop,hr/leave_records.xlsx,read,2.72
2026-08-02 10:15:29.522134,u07,u07-laptop,eng/design_docs/,download,4.61
2026-08-02 10:15:51.355145,u02,u02-laptop,eng/ci_logs/,read,1.34
2026-08-02 10:15:53.883218,u07,u07-laptop,eng/ci_logs/,download,7.75
2026-08-02 10:16:04.347552,u06,u06-laptop,finance/general_ledger.xlsx,read,3.86
2026-08-02 10:16:50.183138,u02,u02-laptop,eng/design_docs/,read,1.54
2026-08-02 10:18:04.364879,u07,u07-laptop,eng/design_docs/,read,5.45
2026-08-02 10:18:57.867182,u02,u02-laptop,eng/repo/frontend/,write,2.14
2026-08-02 10:21:05.634926,u09,u09-mobile,sales/decks/,read,0.88
2026-08-02 10:21:30.225661,u06,u06-laptop,finance/general_ledger.xlsx,read,4.5
2026-08-02 10:21:34.297014,u09,u09-mobile,sales/pipeline.xlsx,read,2.35
2026-08-02 10:21:35.623559,u02,u02-laptop,eng/design_docs/,write,1.33
2026-08-02 10:22:29.054748,u14,u14-laptop,sales/decks/,read,0.64
2026-08-02 10:23:25.299987,u14,u14-laptop,sales/pipeline.xlsx,write,1.87
2026-08-02 10:23:27.485702,u09,u09-mobile,sales/decks/,download,0.66
2026-08-02 10:24:01.737391,u07,u07-laptop,eng/ci_logs/,read,2.86
2026-08-02 10:24:12.283841,u09,u09-mobile,sales/decks/,read,5.17
2026-08-02 10:24:31.608566,u09,u09-mobile,sales/pipeline.xlsx,read,0.62
2026-08-02 10:26:19.359483,u07,u07-laptop,eng/repo/backend/,read,2.85
2026-08-02 10:27:12.229318,u07,u07-laptop,eng/ci_logs/,read,7.36
2026-08-02 10:27:16.140083,u09,u09-mobile,sales/contracts/,read,0.69
2026-08-02 10:29:56.632034,u02,u02-laptop,eng/repo/backend/,read,8.24
2026-08-02 10:31:07.910168,u09,u09-mobile,sales/decks/,write,1.3
2026-08-02 10:32:54.438739,u13,u13-laptop,hr/leave_records.xlsx,read,2.24
2026-08-02 10:34:39.175970,u02,u02-laptop,eng/repo/backend/,write,1.78
2026-08-02 10:35:15.739104,u13,u13-laptop,hr/leave_records.xlsx,read,2.06
2026-08-02 10:35:40.428106,u09,u09-mobile,sales/contracts/,read,1.32
2026-08-02 10:36:01.379570,u09,u09-mobile,sales/decks/,read,1.2
2026-08-02 10:36:17.225601,u09,u09-mobile,sales/decks/,read,1.73
2026-08-02 10:36:53.597480,u09,u09-mobile,sales/decks/,read,2.64
2026-08-02 10:39:27.167656,u13,u13-laptop,hr/leave_records.xlsx,read,1.74
2026-08-02 10:39:52.993821,u02,u02-laptop,eng/repo/backend/,read,1.55
2026-08-02 10:40:31.666572,u13,u13-laptop,hr/leave_records.xlsx,read,5.43
2026-08-02 10:41:23.184073,u07,u07-laptop,eng/repo/frontend/,read,3.42
2026-08-02 10:41:33.051815,u14,u14-laptop,sales/pipeline.xlsx,read,0.88
2026-08-02 10:41:33.126693,u07,u07-laptop,eng/ci_logs/,read,5.52
2026-08-02 10:41:54.249599,u13,u13-laptop,hr/onboarding/,download,2.44
2026-08-02 10:43:20.381229,u09,u09-mobile,sales/decks/,download,1.77
2026-08-02 10:44:09.251723,u13,u13-laptop,hr/onboarding/,write,3.77
2026-08-02 10:45:16.614892,u07,u07-laptop,eng/ci_logs/,write,2.28
2026-08-02 10:45:56.460625,u02,u02-laptop,eng/repo/frontend/,read,2.12
2026-08-02 10:46:10.538981,u13,u13-laptop,hr/onboarding/,read,2.03
2026-08-02 10:46:52.839848,u13,u13-laptop,hr/onboarding/,read,3.38
2026-08-02 10:48:07.448472,u07,u07-laptop,eng/ci_logs/,read,4.8
2026-08-02 10:49:31.886884,u14,u14-laptop,sales/pipeline.xlsx,read,0.86
2026-08-02 10:50:26.436417,u09,u09-mobile,sales/decks/,read,1.61
2026-08-02 10:51:03.450648,u14,u14-laptop,sales/decks/,read,2.79
2026-08-02 10:52:11.133676,u14,u14-laptop,sales/contracts/,write,2.03
2026-08-02 10:54:03.479910,u09,u09-mobile,sales/decks/,read,3.71
2026-08-02 10:54:20.862055,u02,u02-laptop,eng/repo/backend/,read,0.67
2026-08-02 10:57:50.927539,u13,u13-laptop,hr/onboarding/,read,2.1
2026-08-02 11:02:14.115665,u13,u13-laptop,hr/leave_records.xlsx,read,3.46
2026-08-02 11:03:09.624461,u13,u13-laptop,hr/policies/,read,1.69
2026-08-02 11:09:43.158089,u09,u09-mobile,sales/contracts/,read,1.85
2026-08-02 11:09:49.926967,u02,u02-laptop,eng/repo/backend/,write,3.09
2026-08-02 11:10:11.834537,u09,u09-mobile,sales/decks/,read,3.88
2026-08-02 11:12:42.931726,u01,u01-mobile,finance/general_ledger.xlsx,write,2.15
2026-08-02 11:13:40.380631,u13,u13-laptop,hr/leave_records.xlsx,read,1.29
2026-08-02 11:14:27.188936,u02,u02-laptop,eng/design_docs/,read,3.1
2026-08-02 11:15:43.115183,u09,u09-mobile,sales/decks/,read,0.91
2026-08-02 11:16:31.064853,u09,u09-mobile,sales/pipeline.xlsx,write,4.37
2026-08-02 11:18:45.968971,u02,u02-laptop,eng/repo/backend/,read,0.78
2026-08-02 11:20:15.301984,u09,u09-mobile,sales/decks/,read,3.5
2026-08-02 11:20:46.212533,u09,u09-mobile,sales/pipeline.xlsx,read,1.58
2026-08-02 11:22:47.739479,u09,u09-mobile,sales/decks/,read,2.1
2026-08-02 11:25:28.553675,u13,u13-laptop,hr/onboarding/,read,6.42
2026-08-02 11:26:23.355784,u09,u09-mobile,sales/contracts/,download,2.5
2026-08-02 11:26:51.815643,u09,u09-mobile,sales/pipeline.xlsx,read,1.1
2026-08-02 11:27:52.611887,u02,u02-laptop,eng/repo/backend/,read,1.08
2026-08-02 11:29:24.067439,u09,u09-mobile,sales/decks/,read,3.62
2026-08-02 11:29:45.848290,u13,u13-laptop,hr/onboarding/,write,7.78
2026-08-02 11:30:29.323515,u02,u02-laptop,eng/design_docs/,write,1.29
2026-08-02 11:33:00.905637,u02,u02-laptop,eng/ci_logs/,write,3.95
2026-08-02 11:36:28.219349,u09,u09-mobile,sales/contracts/,read,0.78
2026-08-02 11:37:23.951109,u02,u02-laptop,eng/repo/backend/,download,2.16
2026-08-02 11:41:01.667525,u01,u01-mobile,finance/expense_reports/,read,2.08
2026-08-02 11:41:52.961532,u01,u01-mobile,finance/general_ledger.xlsx,write,1.36
2026-08-02 11:50:23.761078,u01,u01-mobile,finance/general_ledger.xlsx,read,2.07
2026-08-02 11:58:06.415660,u02,u02-laptop,eng/repo/frontend/,read,1.55
2026-08-02 12:05:48.622996,u02,u02-laptop,eng/repo/frontend/,read,3.45
2026-08-02 12:06:48.767149,u02,u02-laptop,eng/design_docs/,read,1.39
2026-08-02 12:18:21.728864,u01,u01-mobile,finance/vendor_invoices/,read,2.39
2026-08-02 12:28:21.518452,u02,u02-laptop,eng/design_docs/,download,3.01
2026-08-02 12:31:22.404090,u01,u01-mobile,finance/expense_reports/,write,0.82
2026-08-02 12:41:23.517255,u02,u02-laptop,eng/design_docs/,write,1.68
2026-08-02 12:50:26.746398,u07,u07-laptop,eng/ci_logs/,write,3.12
2026-08-02 12:50:51.976168,u02,u02-laptop,eng/ci_logs/,write,2.78
2026-08-02 13:00:23.301346,u02,u02-laptop,eng/repo/frontend/,read,1.0
2026-08-02 13:06:02.759915,u07,u07-laptop,eng/ci_logs/,read,1.44
2026-08-02 13:11:33.759497,u07,u07-laptop,eng/design_docs/,write,6.17
2026-08-02 13:39:54.316681,u07,u07-laptop,eng/repo/frontend/,read,3.21
2026-08-02 13:42:43.027492,u07,u07-laptop,eng/ci_logs/,read,1.52
2026-08-02 13:44:22.306822,u07,u07-laptop,eng/repo/frontend/,write,5.49
2026-08-02 13:48:09.241851,u07,u07-laptop,eng/ci_logs/,read,3.55
2026-08-02 20:13:32.176124,u10,u10-laptop,it/asset_inventory.xlsx,read,2.11
2026-08-02 20:15:40.279287,u10,u10-laptop,it/tickets/,read,4.5
2026-08-02 20:16:17.938071,u10,u10-laptop,it/scripts/,read,2.29
2026-08-02 20:19:47.663399,u10,u10-laptop,it/tickets/,read,2.53
2026-08-02 20:20:17.132589,u10,u10-laptop,it/scripts/,read,0.74
2026-08-02 20:20:26.902845,u10,u10-laptop,it/asset_inventory.xlsx,download,2.13
2026-08-02 20:28:31.705038,u10,u10-laptop,it/tickets/,write,0.77
2026-08-02 20:36:31.939664,u10,u10-laptop,it/scripts/,read,1.66
2026-08-02 21:00:05.575016,u10,u10-laptop,it/scripts/,read,1.61
2026-08-02 21:01:52.973707,u10,u10-laptop,it/tickets/,read,0.96
2026-08-02 21:03:49.412982,u10,u10-laptop,it/tickets/,read,1.25
2026-08-02 21:03:54.524761,u10,u10-laptop,it/scripts/,read,1.64
2026-08-02 21:05:55.966242,u10,u10-laptop,it/scripts/,write,4.17
2026-08-02 21:10:28.175127,u10,u10-laptop,it/tickets/,read,3.01
2026-08-02 21:11:18.523725,u10,u10-laptop,it/scripts/,read,0.61
2026-08-02 21:21:48.351710,u10,u10-laptop,it/scripts/,read,0.94
2026-08-02 21:31:46.963046,u10,u10-laptop,it/tickets/,download,0.9
2026-08-02 21:32:34.257305,u10,u10-laptop,it/asset_inventory.xlsx,read,1.77
2026-08-02 21:36:14.091923,u10,u10-laptop,it/asset_inventory.xlsx,read,0.49
2026-08-02 21:39:31.523121,u10,u10-laptop,it/scripts/,read,1.63
2026-08-03 07:19:13.177648,u08,u08-laptop,hr/leave_records.xlsx,download,2.25
2026-08-03 08:03:24.548721,u08,u08-laptop,hr/leave_records.xlsx,read,4.61
2026-08-03 08:08:50.985675,u04,u04-laptop,sales/pipeline.xlsx,read,2.63
2026-08-03 08:10:16.257972,u08,u08-laptop,hr/leave_records.xlsx,read,1.51
2026-08-03 08:13:51.433358,u08,u08-laptop,hr/leave_records.xlsx,read,2.94
2026-08-03 08:13:56.101399,u13,u13-mobile,hr/leave_records.xlsx,download,1.26
2026-08-03 08:16:42.610504,u09,u09-mobile,sales/decks/,read,1.97
2026-08-03 08:18:02.528028,u09,u09-mobile,sales/pipeline.xlsx,read,3.23
2026-08-03 08:19:42.745683,u13,u13-mobile,hr/policies/,read,9.62
2026-08-03 08:21:41.379041,u04,u04-laptop,sales/contracts/,read,4.59
2026-08-03 08:25:52.306893,u13,u13-mobile,hr/policies/,read,3.95
2026-08-03 08:35:19.564507,u09,u09-mobile,sales/pipeline.xlsx,read,2.54
2026-08-03 08:38:13.827332,u09,u09-mobile,sales/pipeline.xlsx,write,4.73
2026-08-03 08:39:09.157661,u13,u13-mobile,hr/policies/,read,2.51
2026-08-03 08:39:57.690257,u07,u07-laptop,eng/ci_logs/,read,2.3
2026-08-03 08:41:01.443427,u12,u12-laptop,eng/design_docs/,read,3.81
2026-08-03 08:42:36.633492,u15,u15-laptop,it/tickets/,write,6.96
2026-08-03 08:45:44.812680,u04,u04-laptop,sales/contracts/,read,5.94
2026-08-03 08:46:40.125896,u13,u13-mobile,hr/policies/,write,2.44
2026-08-03 08:49:06.359440,u15,u15-laptop,it/scripts/,read,1.97
2026-08-03 08:50:55.730858,u12,u12-laptop,eng/ci_logs/,read,1.3
2026-08-03 08:55:56.249895,u13,u13-mobile,hr/leave_records.xlsx,read,2.38
2026-08-03 08:56:54.714999,u12,u12-laptop,eng/ci_logs/,download,2.38
2026-08-03 08:58:19.885426,u07,u07-laptop,eng/repo/frontend/,read,13.72
2026-08-03 09:00:45.921526,u13,u13-mobile,hr/leave_records.xlsx,read,4.95
2026-08-03 09:01:00.285290,u13,u13-mobile,hr/policies/,write,1.98
2026-08-03 09:04:53.943315,u02,u02-laptop,eng/repo/backend/,write,2.11
2026-08-03 09:08:34.615756,u13,u13-mobile,hr/onboarding/,read,2.6
2026-08-03 09:08:42.863601,u13,u13-mobile,hr/policies/,read,1.24
2026-08-03 09:11:09.801675,u07,u07-laptop,eng/repo/frontend/,download,5.17
2026-08-03 09:12:15.486704,u12,u12-laptop,eng/repo/frontend/,read,2.36
2026-08-03 09:14:05.258926,u13,u13-mobile,hr/leave_records.xlsx,read,2.43
2026-08-03 09:16:14.120119,u15,u15-laptop,it/tickets/,write,3.37
2026-08-03 09:17:27.706134,u04,u04-laptop,sales/pipeline.xlsx,read,9.17
2026-08-03 09:18:24.035243,u08,u08-laptop,hr/leave_records.xlsx,write,3.06
2026-08-03 09:22:16.131599,u14,u14-laptop,sales/pipeline.xlsx,read,1.22
2026-08-03 09:22:45.679639,u13,u13-mobile,hr/policies/,write,3.66
2026-08-03 09:23:00.228629,u07,u07-laptop,eng/repo/backend/,read,14.98
2026-08-03 09:24:54.502328,u11,u11-laptop,finance/expense_reports/,read,0.62
2026-08-03 09:28:17.284707,u12,u12-laptop,eng/ci_logs/,read,5.63
2026-08-03 09:28:56.428645,u04,u04-laptop,sales/contracts/,read,2.57
2026-08-03 09:29:41.198949,u14,u14-laptop,sales/contracts/,read,0.41
2026-08-03 09:30:44.956474,u11,u11-laptop,finance/general_ledger.xlsx,write,3.06
2026-08-03 09:32:51.228542,u07,u07-laptop,eng/design_docs/,read,5.21
2026-08-03 09:33:29.842006,u07,u07-laptop,eng/ci_logs/,read,1.61
2026-08-03 09:33:54.797456,u07,u07-laptop,eng/repo/frontend/,read,1.82
2026-08-03 09:34:22.397328,u14,u14-laptop,sales/decks/,read,0.27
2026-08-03 09:36:00.203496,u08,u08-laptop,hr/policies/,download,1.7
2026-08-03 09:37:45.540982,u11,u11-laptop,finance/general_ledger.xlsx,read,7.21
2026-08-03 09:38:23.436757,u07,u07-laptop,eng/ci_logs/,read,10.08
2026-08-03 09:39:00.597411,u12,u12-laptop,eng/design_docs/,read,3.59
2026-08-03 09:39:45.062698,u09,u09-mobile,sales/contracts/,read,1.31
2026-08-03 09:40:09.508184,u08,u08-laptop,hr/onboarding/,read,13.9
2026-08-03 09:40:55.628611,u05,u05-laptop,it/asset_inventory.xlsx,download,0.52
2026-08-03 09:41:49.282812,u01,u01-mobile,finance/expense_reports/,read,1.48
2026-08-03 09:41:51.160482,u01,u01-mobile,finance/expense_reports/,read,2.73
2026-08-03 09:42:12.839208,u15,u15-laptop,it/scripts/,download,3.83
2026-08-03 09:42:54.909214,u13,u13-mobile,hr/policies/,download,2.48
2026-08-03 09:46:28.253695,u15,u15-laptop,it/asset_inventory.xlsx,write,9.39
2026-08-03 09:47:23.747309,u14,u14-laptop,sales/pipeline.xlsx,read,0.53
2026-08-03 09:48:27.529459,u01,u01-mobile,finance/expense_reports/,read,1.76
2026-08-03 09:49:03.432649,u05,u05-laptop,it/asset_inventory.xlsx,write,2.17
2026-08-03 09:49:54.948229,u05,u05-laptop,it/asset_inventory.xlsx,read,1.0
2026-08-03 09:50:27.901716,u01,u01-mobile,finance/vendor_invoices/,read,1.01
2026-08-03 09:50:47.377265,u01,u01-mobile,finance/general_ledger.xlsx,read,1.13
2026-08-03 09:51:42.276103,u03,u03-laptop,hr/policies/,write,0.71
2026-08-03 09:52:52.698768,u13,u13-mobile,hr/leave_records.xlsx,write,5.85
2026-08-03 09:54:28.373909,u03,u03-laptop,hr/policies/,write,1.92
2026-08-03 09:55:12.841238,u05,u05-laptop,it/scripts/,download,4.63
2026-08-03 09:56:40.726912,u01,u01-mobile,finance/general_ledger.xlsx,read,2.35
2026-08-03 09:57:56.095564,u07,u07-laptop,eng/design_docs/,write,4.65
2026-08-03 09:58:31.339448,u06,u06-laptop,finance/general_ledger.xlsx,read,1.4
2026-08-03 09:58:41.948983,u09,u09-mobile,sales/pipeline.xlsx,download,2.09
2026-08-03 09:59:27.790964,u05,u05-laptop,it/asset_inventory.xlsx,write,0.85
2026-08-03 09:59:37.433273,u05,u05-laptop,it/scripts/,read,2.49
2026-08-03 09:59:39.680615,u14,u14-laptop,sales/pipeline.xlsx,download,0.83
2026-08-03 10:00:13.953714,u04,u04-laptop,sales/contracts/,read,0.61
2026-08-03 10:02:38.283096,u01,u01-mobile,finance/budget_2026.xlsx,write,1.97
2026-08-03 10:02:39.147061,u14,u14-laptop,sales/pipeline.xlsx,download,0.64
2026-08-03 10:04:30.374456,u14,u14-laptop,sales/decks/,read,0.28
2026-08-03 10:05:39.592601,u11,u11-laptop,finance/general_ledger.xlsx,read,2.34
2026-08-03 10:05:59.939297,u02,u02-laptop,eng/repo/backend/,read,1.43
2026-08-03 10:06:38.265873,u15,u15-laptop,it/scripts/,write,5.27
2026-08-03 10:07:22.165452,u14,u14-laptop,sales/pipeline.xlsx,read,2.14
2026-08-03 10:07:56.666709,u05,u05-laptop,it/asset_inventory.xlsx,read,0.48
2026-08-03 10:08:36.945339,u02,u02-laptop,eng/design_docs/,read,2.2
2026-08-03 10:09:10.776641,u04,u04-laptop,sales/pipeline.xlsx,read,14.13
2026-08-03 10:10:34.198557,u08,u08-laptop,hr/leave_records.xlsx,read,2.84
